Observation station,Year,Month,Day,Time [UTC],Air temperature [°C],Snow depth [cm],Horizontal visibility [m]
"Tampere Härmälä","2023","12","09","07:00","-10.8","17","7027"
"Tampere Härmälä","2023","12","09","07:10","-10.8","17","6852"
"Tampere Härmälä","2023","12","09","07:20","-10.7","17","4701"
"Tampere Härmälä","2023","12","09","07:30","-10.7","17","1685"
"Tampere Härmälä","2023","12","09","07:40","-10.7","17","1082"
"Tampere Härmälä","2023","12","09","07:50","-10.6","17","1654"
"Tampere Härmälä","2023","12","09","08:00","-10.6","17","2679"
"Tampere Härmälä","2023","12","09","08:10","-10.6","17","4709"
"Tampere Härmälä","2023","12","09","08:20","-10.6","17","4154"
"Tampere Härmälä","2023","12","09","08:30","-10.5","17","4853"
"Tampere Härmälä","2023","12","09","08:40","-10.5","17","5148"
"Tampere Härmälä","2023","12","09","08:50","-10.4","17","5249"
"Tampere Härmälä","2023","12","09","09:00","-10.3","17","6228"
"Tampere Härmälä","2023","12","09","09:10","-10.3","17","7119"
"Tampere Härmälä","2023","12","09","09:20","-10.3","17","7974"
"Tampere Härmälä","2023","12","09","09:30","-10.2","17","7256"
"Tampere Härmälä","2023","12","09","09:40","-10.2","17","12208"
"Tampere Härmälä","2023","12","09","09:50","-10.1","17","14305"
"Tampere Härmälä","2023","12","09","10:00","-10.1","17","12625"
"Tampere Härmälä","2023","12","09","10:10","-10.1","17","10507"
"Tampere Härmälä","2023","12","09","10:20","-10.1","17","10153"
"Tampere Härmälä","2023","12","09","10:30","-10.1","17","9954"
"Tampere Härmälä","2023","12","09","10:40","-10.1","17","9186"
"Tampere Härmälä","2023","12","09","10:50","-10","17","7939"
"Tampere Härmälä","2023","12","09","11:00","-10.1","17","6258"
"Tampere Härmälä","2023","12","09","11:10","-10","17","5572"
"Tampere Härmälä","2023","12","09","11:20","-10","17","6911"
"Tampere Härmälä","2023","12","09","11:30","-10","17","5277"
"Tampere Härmälä","2023","12","09","11:40","-10","17","3945"
"Tampere Härmälä","2023","12","09","11:50","-10","17","3036"
"Tampere Härmälä","2023","12","09","12:00","-10","17","2632"
"Tampere Härmälä","2023","12","09","12:10","-10","17","3647"
"Tampere Härmälä","2023","12","09","12:20","-10.1","17","4786"
"Tampere Härmälä","2023","12","09","12:30","-10.1","16","5190"
"Tampere Härmälä","2023","12","09","12:40","-10.1","16","6975"
"Tampere Härmälä","2023","12","09","12:50","-10","16","10965"
"Tampere Härmälä","2023","12","09","13:00","-10","16","12954"
"Tampere Härmälä","2023","12","09","13:10","-10","16","11361"
"Tampere Härmälä","2023","12","09","13:20","-10","16","12890"
"Tampere Härmälä","2023","12","09","13:30","-10","16","15655"
"Tampere Härmälä","2023","12","09","13:40","-10","16","13052"
"Tampere Härmälä","2023","12","09","13:50","-10","16","12917"
"Tampere Härmälä","2023","12","09","14:00","-10","16","15004"
"Tampere Härmälä","2023","12","09","14:10","-10","16","13240"
"Tampere Härmälä","2023","12","09","14:20","-9.9","16","13187"
"Tampere Härmälä","2023","12","09","14:30","-9.9","16","12499"
"Tampere Härmälä","2023","12","09","14:40","-9.9","16","10901"
"Tampere Härmälä","2023","12","09","14:50","-9.9","16","11459"
"Tampere Härmälä","2023","12","09","15:00","-9.9","16","12354"
"Tampere Härmälä","2023","12","09","15:10","-9.9","16","17291"
"Tampere Härmälä","2023","12","09","15:20","-9.9","16","21000"
"Tampere Härmälä","2023","12","09","15:30","-9.9","17","20210"
"Tampere Härmälä","2023","12","09","15:40","-9.9","17","19057"
"Tampere Härmälä","2023","12","09","15:50","-9.9","16","20984"
"Tampere Härmälä","2023","12","09","16:00","-9.9","16","20184"
"Tampere Härmälä","2023","12","09","16:10","-9.9","16","16793"
"Tampere Härmälä","2023","12","09","16:20","-9.8","16","16008"
"Tampere Härmälä","2023","12","09","16:30","-9.8","16","16303"
"Tampere Härmälä","2023","12","09","16:40","-9.8","17","17283"
"Tampere Härmälä","2023","12","09","16:50","-9.8","16","14902"
"Tampere Härmälä","2023","12","09","17:00","-9.8","16","16362"
"Tampere Härmälä","2023","12","09","17:10","-9.8","16","14851"
"Tampere Härmälä","2023","12","09","17:20","-9.8","16","10159"
"Tampere Härmälä","2023","12","09","17:30","-9.7","17","6898"
"Tampere Härmälä","2023","12","09","17:40","-9.7","17","12305"
"Tampere Härmälä","2023","12","09","17:50","-9.7","17","11729"
"Tampere Härmälä","2023","12","09","18:00","-9.7","17","10599"
"Tampere Härmälä","2023","12","09","18:10","-9.6","17","9590"
"Tampere Härmälä","2023","12","09","18:20","-9.6","17","8956"
"Tampere Härmälä","2023","12","09","18:30","-9.6","17","9544"
"Tampere Härmälä","2023","12","09","18:40","-9.6","17","8309"
"Tampere Härmälä","2023","12","09","18:50","-9.6","17","3702"
"Tampere Härmälä","2023","12","09","19:00","-9.5","17","1930"
"Tampere Härmälä","2023","12","09","19:10","-9.5","17","1163"
"Tampere Härmälä","2023","12","09","19:20","-9.4","18","1073"
"Tampere Härmälä","2023","12","09","19:30","-9.4","18","1404"
"Tampere Härmälä","2023","12","09","19:40","-9.4","18","1959"
"Tampere Härmälä","2023","12","09","19:50","-9.4","18","2136"
"Tampere Härmälä","2023","12","09","20:00","-9.3","18","1294"
"Tampere Härmälä","2023","12","09","20:10","-9.3","18","1395"
"Tampere Härmälä","2023","12","09","20:20","-9.3","18","1921"
"Tampere Härmälä","2023","12","09","20:30","-9.3","18","1923"
"Tampere Härmälä","2023","12","09","20:40","-9.3","18","1756"
"Tampere Härmälä","2023","12","09","20:50","-9.3","18","1270"
"Tampere Härmälä","2023","12","09","21:00","-9.3","18","2111"
"Tampere Härmälä","2023","12","09","21:10","-9.3","18","2194"
"Tampere Härmälä","2023","12","09","21:20","-9.3","18","2078"
"Tampere Härmälä","2023","12","09","21:30","-9.3","18","1624"
"Tampere Härmälä","2023","12","09","21:40","-9.3","18","2231"
"Tampere Härmälä","2023","12","09","21:50","-9.3","18","3109"
"Tampere Härmälä","2023","12","09","22:00","-9.3","18","2632"
"Tampere Härmälä","2023","12","09","22:10","-9.3","18","2228"
"Tampere Härmälä","2023","12","09","22:20","-9.4","18","3747"
"Tampere Härmälä","2023","12","09","22:30","-9.4","18","3795"
"Tampere Härmälä","2023","12","09","22:40","-9.4","18","3948"
"Tampere Härmälä","2023","12","09","22:50","-9.4","18","2112"
"Tampere Härmälä","2023","12","09","23:00","-9.4","18","1909"
"Tampere Härmälä","2023","12","09","23:10","-9.4","18","1623"
"Tampere Härmälä","2023","12","09","23:20","-9.4","18","1770"
"Tampere Härmälä","2023","12","09","23:30","-9.4","18","2159"
"Tampere Härmälä","2023","12","09","23:40","-9.4","18","1932"
"Tampere Härmälä","2023","12","09","23:50","-9.4","18","1467"
"Tampere Härmälä","2023","12","10","00:00","-9.3","18","1259"
"Tampere Härmälä","2023","12","10","00:10","-9.4","18","1994"
"Tampere Härmälä","2023","12","10","00:20","-9.3","18","2041"
"Tampere Härmälä","2023","12","10","00:30","-9.3","18","2313"
"Tampere Härmälä","2023","12","10","00:40","-9.3","18","2971"
"Tampere Härmälä","2023","12","10","00:50","-9.3","18","4661"
"Tampere Härmälä","2023","12","10","01:00","-9.3","18","4530"
"Tampere Härmälä","2023","12","10","01:10","-9.3","18","4364"
"Tampere Härmälä","2023","12","10","01:20","-9.2","18","4825"
"Tampere Härmälä","2023","12","10","01:30","-9.2","18","4977"
"Tampere Härmälä","2023","12","10","01:40","-9.2","18","4662"
"Tampere Härmälä","2023","12","10","01:50","-9.1","18","3564"
"Tampere Härmälä","2023","12","10","02:00","-9.1","18","2870"
"Tampere Härmälä","2023","12","10","02:10","-9.1","18","2478"
"Tampere Härmälä","2023","12","10","02:20","-9.1","18","2563"
"Tampere Härmälä","2023","12","10","02:30","-9.1","18","5009"
"Tampere Härmälä","2023","12","10","02:40","-9.1","18","4649"
"Tampere Härmälä","2023","12","10","02:50","-9.1","18","5460"
"Tampere Härmälä","2023","12","10","03:00","-9.1","18","4876"
"Tampere Härmälä","2023","12","10","03:10","-9","18","5181"
"Tampere Härmälä","2023","12","10","03:20","-9","18","5283"
"Tampere Härmälä","2023","12","10","03:30","-9","18","5203"
"Tampere Härmälä","2023","12","10","03:40","-8.9","18","4118"
"Tampere Härmälä","2023","12","10","03:50","-8.9","18","3909"
"Tampere Härmälä","2023","12","10","04:00","-8.9","18","4790"
"Tampere Härmälä","2023","12","10","04:10","-8.8","18","5591"
"Tampere Härmälä","2023","12","10","04:20","-8.8","18","4671"
"Tampere Härmälä","2023","12","10","04:30","-8.8","18","6134"
"Tampere Härmälä","2023","12","10","04:40","-8.8","18","5280"
"Tampere Härmälä","2023","12","10","04:50","-8.8","18","4450"
"Tampere Härmälä","2023","12","10","05:00","-8.8","18","5371"
"Tampere Härmälä","2023","12","10","05:10","-8.8","18","5097"
"Tampere Härmälä","2023","12","10","05:20","-8.8","18","5055"
"Tampere Härmälä","2023","12","10","05:30","-8.8","18","7376"
"Tampere Härmälä","2023","12","10","05:40","-8.8","18","8443"
"Tampere Härmälä","2023","12","10","05:50","-8.8","18","8834"
"Tampere Härmälä","2023","12","10","06:00","-8.8","18","9645"
"Tampere Härmälä","2023","12","10","06:10","-8.9","18","10199"
"Tampere Härmälä","2023","12","10","06:20","-8.9","18","10092"
"Tampere Härmälä","2023","12","10","06:30","-8.9","18","10558"
"Tampere Härmälä","2023","12","10","06:40","-8.9","18","10864"
"Tampere Härmälä","2023","12","10","06:50","-8.9","18","10892"
"Tampere Härmälä","2023","12","10","07:00","-8.9","18","10888"
"Tampere Härmälä","2023","12","10","07:10","-8.9","18","10713"
"Tampere Härmälä","2023","12","10","07:20","-8.9","18","10834"
"Tampere Härmälä","2023","12","10","07:30","-8.9","18","10186"
"Tampere Härmälä","2023","12","10","07:40","-8.9","18","10073"
"Tampere Härmälä","2023","12","10","07:50","-8.9","18","10762"
"Tampere Härmälä","2023","12","10","08:00","-8.9","18","9978"
"Tampere Härmälä","2023","12","10","08:10","-9","18","7812"
"Tampere Härmälä","2023","12","10","08:20","-9","18","7523"
"Tampere Härmälä","2023","12","10","08:30","-9","18","7179"
"Tampere Härmälä","2023","12","10","08:40","-9","18","7993"
"Tampere Härmälä","2023","12","10","08:50","-9","18","9165"
"Tampere Härmälä","2023","12","10","09:00","-9","18","8160"
"Tampere Härmälä","2023","12","10","09:10","-8.9","18","8266"
"Tampere Härmälä","2023","12","10","09:20","-8.9","18","9662"
"Tampere Härmälä","2023","12","10","09:30","-8.9","18","10802"
"Tampere Härmälä","2023","12","10","09:40","-8.9","18","9110"
"Tampere Härmälä","2023","12","10","09:50","-8.8","18","6607"
"Tampere Härmälä","2023","12","10","10:00","-8.7","18","5199"
"Tampere Härmälä","2023","12","10","10:10","-8.8","18","6223"
"Tampere Härmälä","2023","12","10","10:20","-8.8","18","7523"
"Tampere Härmälä","2023","12","10","10:30","-8.9","18","10766"
"Tampere Härmälä","2023","12","10","10:40","-9","18","11170"
"Tampere Härmälä","2023","12","10","10:50","-8.9","18","12829"
"Tampere Härmälä","2023","12","10","11:00","-8.9","18","12595"
"Tampere Härmälä","2023","12","10","11:10","-8.9","18","10896"
"Tampere Härmälä","2023","12","10","11:20","-8.9","18","11093"
"Tampere Härmälä","2023","12","10","11:30","-8.9","18","12522"
"Tampere Härmälä","2023","12","10","11:40","-8.9","18","13560"
"Tampere Härmälä","2023","12","10","11:50","-8.9","18","11525"
"Tampere Härmälä","2023","12","10","12:00","-8.9","18","11827"
"Tampere Härmälä","2023","12","10","12:10","-8.9","18","11941"
"Tampere Härmälä","2023","12","10","12:20","-8.9","18","12303"
"Tampere Härmälä","2023","12","10","12:30","-8.9","18","10212"
"Tampere Härmälä","2023","12","10","12:40","-8.9","18","11682"
"Tampere Härmälä","2023","12","10","12:50","-8.9","18","13390"
"Tampere Härmälä","2023","12","10","13:00","-8.9","18","13203"
"Tampere Härmälä","2023","12","10","13:10","-8.9","18","12127"
"Tampere Härmälä","2023","12","10","13:20","-8.9","18","12305"
"Tampere Härmälä","2023","12","10","13:30","-8.9","18","13009"
"Tampere Härmälä","2023","12","10","13:40","-8.9","18","13309"
"Tampere Härmälä","2023","12","10","13:50","-8.9","18","13051"
"Tampere Härmälä","2023","12","10","14:00","-8.9","18","13055"
"Tampere Härmälä","2023","12","10","14:10","-8.8","18","13137"
"Tampere Härmälä","2023","12","10","14:20","-8.8","18","13849"
"Tampere Härmälä","2023","12","10","14:30","-8.8","18","13523"
"Tampere Härmälä","2023","12","10","14:40","-8.7","18","14212"
"Tampere Härmälä","2023","12","10","14:50","-8.7","18","14143"
"Tampere Härmälä","2023","12","10","15:00","-8.7","18","13986"
"Tampere Härmälä","2023","12","10","15:10","-8.7","18","13852"
"Tampere Härmälä","2023","12","10","15:20","-8.7","18","14511"
"Tampere Härmälä","2023","12","10","15:30","-8.7","18","14380"
"Tampere Härmälä","2023","12","10","15:40","-8.7","18","12784"
"Tampere Härmälä","2023","12","10","15:50","-8.7","18","12979"
"Tampere Härmälä","2023","12","10","16:00","-8.7","18","13929"
"Tampere Härmälä","2023","12","10","16:10","-8.7","18","13333"
"Tampere Härmälä","2023","12","10","16:20","-8.6","18","13050"
"Tampere Härmälä","2023","12","10","16:30","-8.6","18","13048"
"Tampere Härmälä","2023","12","10","16:40","-8.6","18","11764"
"Tampere Härmälä","2023","12","10","16:50","-8.6","18","12813"
"Tampere Härmälä","2023","12","10","17:00","-8.6","18","12108"
"Tampere Härmälä","2023","12","10","17:10","-8.5","18","12137"
"Tampere Härmälä","2023","12","10","17:20","-8.5","18","10639"
"Tampere Härmälä","2023","12","10","17:30","-8.6","18","9241"
"Tampere Härmälä","2023","12","10","17:40","-8.6","18","8451"
"Tampere Härmälä","2023","12","10","17:50","-8.5","18","8296"
"Tampere Härmälä","2023","12","10","18:00","-8.5","18","8391"
"Tampere Härmälä","2023","12","10","18:10","-8.5","18","7860"
"Tampere Härmälä","2023","12","10","18:20","-8.5","18","7615"
"Tampere Härmälä","2023","12","10","18:30","-8.5","18","8239"
"Tampere Härmälä","2023","12","10","18:40","-8.5","18","8357"
"Tampere Härmälä","2023","12","10","18:50","-8.4","18","9064"
"Tampere Härmälä","2023","12","10","19:00","-8.4","18","8944"
"Tampere Härmälä","2023","12","10","19:10","-8.5","18","8950"
"Tampere Härmälä","2023","12","10","19:20","-8.5","18","9238"
"Tampere Härmälä","2023","12","10","19:30","-8.5","18","9015"
"Tampere Härmälä","2023","12","10","19:40","-8.5","18","8899"
"Tampere Härmälä","2023","12","10","19:50","-8.5","18","8581"
"Tampere Härmälä","2023","12","10","20:00","-8.4","18","8740"
"Tampere Härmälä","2023","12","10","20:10","-8.4","18","8975"
"Tampere Härmälä","2023","12","10","20:20","-8.4","18","9124"
"Tampere Härmälä","2023","12","10","20:30","-8.4","18","8800"
"Tampere Härmälä","2023","12","10","20:40","-8.4","18","8622"
"Tampere Härmälä","2023","12","10","20:50","-8.4","18","8326"
"Tampere Härmälä","2023","12","10","21:00","-8.4","18","8035"
"Tampere Härmälä","2023","12","10","21:10","-8.4","18","7923"
"Tampere Härmälä","2023","12","10","21:20","-8.4","18","7578"
"Tampere Härmälä","2023","12","10","21:30","-8.4","18","7333"
"Tampere Härmälä","2023","12","10","21:40","-8.4","18","7067"
"Tampere Härmälä","2023","12","10","21:50","-8.3","18","6846"
"Tampere Härmälä","2023","12","10","22:00","-8.4","18","6295"
"Tampere Härmälä","2023","12","10","22:10","-8.4","18","5879"
"Tampere Härmälä","2023","12","10","22:20","-8.3","18","5511"
"Tampere Härmälä","2023","12","10","22:30","-8.3","18","5275"
"Tampere Härmälä","2023","12","10","22:40","-8.3","18","5448"
"Tampere Härmälä","2023","12","10","22:50","-8.3","18","5388"
"Tampere Härmälä","2023","12","10","23:00","-8.3","18","5438"
"Tampere Härmälä","2023","12","10","23:10","-8.3","18","5167"
"Tampere Härmälä","2023","12","10","23:20","-8.2","18","5132"
"Tampere Härmälä","2023","12","10","23:30","-8.2","18","4955"
"Tampere Härmälä","2023","12","10","23:40","-8.2","18","5334"
"Tampere Härmälä","2023","12","10","23:50","-8.1","18","5583"
"Tampere Härmälä","2023","12","11","00:00","-8.1","18","6143"
"Tampere Härmälä","2023","12","11","00:10","-8.1","18","5836"
"Tampere Härmälä","2023","12","11","00:20","-8.1","18","5820"
"Tampere Härmälä","2023","12","11","00:30","-8.1","18","5898"
"Tampere Härmälä","2023","12","11","00:40","-8.1","18","5879"
"Tampere Härmälä","2023","12","11","00:50","-8","18","5711"
"Tampere Härmälä","2023","12","11","01:00","-8","18","5347"
"Tampere Härmälä","2023","12","11","01:10","-7.9","18","4511"
"Tampere Härmälä","2023","12","11","01:20","-7.9","18","4696"
"Tampere Härmälä","2023","12","11","01:30","-7.9","18","5490"
"Tampere Härmälä","2023","12","11","01:40","-7.9","18","5579"
"Tampere Härmälä","2023","12","11","01:50","-7.9","17","5225"
"Tampere Härmälä","2023","12","11","02:00","-7.9","17","5014"
"Tampere Härmälä","2023","12","11","02:10","-8","18","4672"
"Tampere Härmälä","2023","12","11","02:20","-7.9","18","4738"
"Tampere Härmälä","2023","12","11","02:30","-7.9","17","4702"
"Tampere Härmälä","2023","12","11","02:40","-7.9","17","4745"
"Tampere Härmälä","2023","12","11","02:50","-7.8","17","5063"
"Tampere Härmälä","2023","12","11","03:00","-7.8","17","5174"
"Tampere Härmälä","2023","12","11","03:10","-7.8","17","5274"
"Tampere Härmälä","2023","12","11","03:20","-7.8","17","5377"
"Tampere Härmälä","2023","12","11","03:30","-7.8","17","5237"
"Tampere Härmälä","2023","12","11","03:40","-7.8","17","5150"
"Tampere Härmälä","2023","12","11","03:50","-7.8","17","5207"
"Tampere Härmälä","2023","12","11","04:00","-7.7","17","5189"
"Tampere Härmälä","2023","12","11","04:10","-7.7","17","5175"
"Tampere Härmälä","2023","12","11","04:20","-7.7","17","4833"
"Tampere Härmälä","2023","12","11","04:30","-7.6","17","4740"
"Tampere Härmälä","2023","12","11","04:40","-7.6","17","4547"
"Tampere Härmälä","2023","12","11","04:50","-7.6","17","4804"
"Tampere Härmälä","2023","12","11","05:00","-7.6","17","4631"
"Tampere Härmälä","2023","12","11","05:10","-7.5","17","4460"
"Tampere Härmälä","2023","12","11","05:20","-7.5","17","3959"
"Tampere Härmälä","2023","12","11","05:30","-7.4","17","3596"
"Tampere Härmälä","2023","12","11","05:40","-7.4","17","3333"
"Tampere Härmälä","2023","12","11","05:50","-7.3","17","3058"
"Tampere Härmälä","2023","12","11","06:00","-7.3","17","3412"
"Tampere Härmälä","2023","12","11","06:10","-7.2","17","4346"
"Tampere Härmälä","2023","12","11","06:20","-7.1","17","4953"
"Tampere Härmälä","2023","12","11","06:30","-7.1","17","5082"
"Tampere Härmälä","2023","12","11","06:40","-7","17","5183"
"Tampere Härmälä","2023","12","11","06:50","-7","17","5264"
"Tampere Härmälä","2023","12","11","07:00","-6.9","17","5747"
"Tampere Härmälä","2023","12","11","07:10","-6.9","17","5836"
"Tampere Härmälä","2023","12","11","07:20","-6.8","17","5658"
"Tampere Härmälä","2023","12","11","07:30","-6.8","17","5672"
"Tampere Härmälä","2023","12","11","07:40","-6.7","17","5664"
"Tampere Härmälä","2023","12","11","07:50","-6.7","17","5668"
"Tampere Härmälä","2023","12","11","08:00","-6.8","17","5735"
"Tampere Härmälä","2023","12","11","08:10","-6.7","17","5785"
"Tampere Härmälä","2023","12","11","08:20","-6.8","17","6129"
"Tampere Härmälä","2023","12","11","08:30","-6.8","17","6596"
"Tampere Härmälä","2023","12","11","08:40","-6.8","17","6441"
"Tampere Härmälä","2023","12","11","08:50","-6.7","17","6580"
"Tampere Härmälä","2023","12","11","09:00","-6.7","17","8247"
"Tampere Härmälä","2023","12","11","09:10","-6.8","17","8604"
"Tampere Härmälä","2023","12","11","09:20","-6.8","17","9039"
"Tampere Härmälä","2023","12","11","09:30","-6.8","17","9086"
"Tampere Härmälä","2023","12","11","09:40","-6.8","17","9082"
"Tampere Härmälä","2023","12","11","09:50","-6.9","17","8812"
"Tampere Härmälä","2023","12","11","10:00","-7.1","17","8170"
"Tampere Härmälä","2023","12","11","10:10","-7.2","17","7573"
"Tampere Härmälä","2023","12","11","10:20","-7.3","17","7394"
"Tampere Härmälä","2023","12","11","10:30","-7.3","17","7550"
"Tampere Härmälä","2023","12","11","10:40","-7.3","17","7254"
"Tampere Härmälä","2023","12","11","10:50","-7.4","17","6939"
"Tampere Härmälä","2023","12","11","11:00","-7.4","17","6421"
"Tampere Härmälä","2023","12","11","11:10","-7.4","17","6862"
"Tampere Härmälä","2023","12","11","11:20","-7.4","17","6872"
"Tampere Härmälä","2023","12","11","11:30","-7.5","17","7004"
"Tampere Härmälä","2023","12","11","11:40","-7.5","17","7027"
"Tampere Härmälä","2023","12","11","11:50","-7.5","17","6877"
"Tampere Härmälä","2023","12","11","12:00","-7.5","17","6668"
"Tampere Härmälä","2023","12","11","12:10","-7.5","17","6449"
"Tampere Härmälä","2023","12","11","12:20","-7.6","17","6225"
"Tampere Härmälä","2023","12","11","12:30","-7.5","17","6251"
"Tampere Härmälä","2023","12","11","12:40","-7.5","17","6489"
"Tampere Härmälä","2023","12","11","12:50","-7.5","17","6506"
"Tampere Härmälä","2023","12","11","13:00","-7.5","17","6383"
"Tampere Härmälä","2023","12","11","13:10","-7.6","17","6463"
"Tampere Härmälä","2023","12","11","13:20","-7.6","17","6433"
"Tampere Härmälä","2023","12","11","13:30","-7.5","17","6623"
"Tampere Härmälä","2023","12","11","13:40","-7.5","17","6899"
"Tampere Härmälä","2023","12","11","13:50","-7.5","17","7246"
"Tampere Härmälä","2023","12","11","14:00","-7.4","17","7564"
"Tampere Härmälä","2023","12","11","14:10","-7.4","17","7758"
"Tampere Härmälä","2023","12","11","14:20","-7.4","17","7606"
"Tampere Härmälä","2023","12","11","14:30","-7.4","17","7630"
"Tampere Härmälä","2023","12","11","14:40","-7.4","17","7992"
"Tampere Härmälä","2023","12","11","14:50","-7.4","17","8021"
"Tampere Härmälä","2023","12","11","15:00","-7.4","17","8655"
"Tampere Härmälä","2023","12","11","15:10","-7.4","17","9415"
"Tampere Härmälä","2023","12","11","15:20","-7.5","17","10290"
"Tampere Härmälä","2023","12","11","15:30","-7.5","17","11446"
"Tampere Härmälä","2023","12","11","15:40","-7.5","17","10369"
"Tampere Härmälä","2023","12","11","15:50","-7.6","17","10831"
"Tampere Härmälä","2023","12","11","16:00","-7.6","17","11305"
"Tampere Härmälä","2023","12","11","16:10","-7.7","17","10727"
"Tampere Härmälä","2023","12","11","16:20","-7.7","17","11505"
"Tampere Härmälä","2023","12","11","16:30","-7.8","17","11553"
"Tampere Härmälä","2023","12","11","16:40","-7.8","17","12302"
"Tampere Härmälä","2023","12","11","16:50","-7.9","17","12817"
"Tampere Härmälä","2023","12","11","17:00","-7.9","17","13920"
"Tampere Härmälä","2023","12","11","17:10","-7.9","17","14671"
"Tampere Härmälä","2023","12","11","17:20","-7.9","17","15831"
"Tampere Härmälä","2023","12","11","17:30","-8","17","17022"
"Tampere Härmälä","2023","12","11","17:40","-8","17","16214"
"Tampere Härmälä","2023","12","11","17:50","-8","17","16684"
"Tampere Härmälä","2023","12","11","18:00","-8","17","16425"
"Tampere Härmälä","2023","12","11","18:10","-8","17","16423"
"Tampere Härmälä","2023","12","11","18:20","-8","17","16422"
"Tampere Härmälä","2023","12","11","18:30","-8","17","16622"
"Tampere Härmälä","2023","12","11","18:40","-8","17","15527"
"Tampere Härmälä","2023","12","11","18:50","-8","17","17053"
"Tampere Härmälä","2023","12","11","19:00","-7.9","17","17011"
"Tampere Härmälä","2023","12","11","19:10","-7.9","17","16554"
"Tampere Härmälä","2023","12","11","19:20","-7.9","17","16119"
"Tampere Härmälä","2023","12","11","19:30","-7.8","17","16585"
"Tampere Härmälä","2023","12","11","19:40","-7.8","17","17948"
"Tampere Härmälä","2023","12","11","19:50","-7.7","17","18243"
"Tampere Härmälä","2023","12","11","20:00","-7.7","17","17120"
"Tampere Härmälä","2023","12","11","20:10","-7.7","17","16536"
"Tampere Härmälä","2023","12","11","20:20","-7.6","17","15084"
"Tampere Härmälä","2023","12","11","20:30","-7.6","17","14598"
"Tampere Härmälä","2023","12","11","20:40","-7.6","17","13041"
"Tampere Härmälä","2023","12","11","20:50","-7.6","17","12605"
"Tampere Härmälä","2023","12","11","21:00","-7.5","17","12427"
"Tampere Härmälä","2023","12","11","21:10","-7.5","17","11914"
"Tampere Härmälä","2023","12","11","21:20","-7.5","17","11786"
"Tampere Härmälä","2023","12","11","21:30","-7.4","17","11909"
"Tampere Härmälä","2023","12","11","21:40","-7.4","17","12395"
"Tampere Härmälä","2023","12","11","21:50","-7.4","17","14161"
"Tampere Härmälä","2023","12","11","22:00","-7.4","17","16725"
"Tampere Härmälä","2023","12","11","22:10","-7.4","17","16847"
"Tampere Härmälä","2023","12","11","22:20","-7.4","17","17127"
"Tampere Härmälä","2023","12","11","22:30","-7.4","17","16967"
"Tampere Härmälä","2023","12","11","22:40","-7.4","17","17820"
"Tampere Härmälä","2023","12","11","22:50","-7.4","17","24292"
"Tampere Härmälä","2023","12","11","23:00","-7.4","17","29684"
"Tampere Härmälä","2023","12","11","23:10","-7.4","17","26779"
"Tampere Härmälä","2023","12","11","23:20","-7.4","17","30053"
"Tampere Härmälä","2023","12","11","23:30","-7.5","17","29106"
"Tampere Härmälä","2023","12","11","23:40","-7.5","17","26381"
"Tampere Härmälä","2023","12","11","23:50","-7.5","17","27590"
"Tampere Härmälä","2023","12","12","00:00","-7.5","17","25279"
"Tampere Härmälä","2023","12","12","00:10","-7.5","17","26859"
"Tampere Härmälä","2023","12","12","00:20","-7.5","17","27279"
"Tampere Härmälä","2023","12","12","00:30","-7.5","17","26916"
"Tampere Härmälä","2023","12","12","00:40","-7.5","17","28989"
"Tampere Härmälä","2023","12","12","00:50","-7.6","17","35466"
"Tampere Härmälä","2023","12","12","01:00","-7.6","17","37022"
"Tampere Härmälä","2023","12","12","01:10","-7.7","17","31328"
"Tampere Härmälä","2023","12","12","01:20","-7.8","17","39404"
"Tampere Härmälä","2023","12","12","01:30","-7.9","17","36619"
"Tampere Härmälä","2023","12","12","01:40","-8","17","28874"
"Tampere Härmälä","2023","12","12","01:50","-8.1","17","31403"
"Tampere Härmälä","2023","12","12","02:00","-8.1","17","26894"
"Tampere Härmälä","2023","12","12","02:10","-8.1","17","24398"
"Tampere Härmälä","2023","12","12","02:20","-8.2","17","26320"
"Tampere Härmälä","2023","12","12","02:30","-8.2","17","25228"
"Tampere Härmälä","2023","12","12","02:40","-8.3","17","25712"
"Tampere Härmälä","2023","12","12","02:50","-8.4","17","25511"
"Tampere Härmälä","2023","12","12","03:00","-8.6","17","41713"
"Tampere Härmälä","2023","12","12","03:10","-8.7","17","43276"
"Tampere Härmälä","2023","12","12","03:20","-8.7","17","34288"
"Tampere Härmälä","2023","12","12","03:30","-8.7","17","38957"
"Tampere Härmälä","2023","12","12","03:40","-8.7","17","44643"
"Tampere Härmälä","2023","12","12","03:50","-8.7","17","46754"
"Tampere Härmälä","2023","12","12","04:00","-8.8","17","43441"
"Tampere Härmälä","2023","12","12","04:10","-8.8","17","40993"
"Tampere Härmälä","2023","12","12","04:20","-8.8","17","39431"
"Tampere Härmälä","2023","12","12","04:30","-8.8","17","38842"
"Tampere Härmälä","2023","12","12","04:40","-8.8","17","33296"
"Tampere Härmälä","2023","12","12","04:50","-8.8","17","35031"
"Tampere Härmälä","2023","12","12","05:00","-8.8","17","37698"
"Tampere Härmälä","2023","12","12","05:10","-8.8","17","42046"
"Tampere Härmälä","2023","12","12","05:20","-8.8","17","49032"
"Tampere Härmälä","2023","12","12","05:30","-8.9","17","36934"
"Tampere Härmälä","2023","12","12","05:40","-8.9","17","45667"
